model,question,correct,seconds,prompt_chars
Phi-3-mini Q4_K_M (shipped),162,1,0.6224,532
Phi-3-mini Q4_K_M (shipped),163,1,0.3045,322
Phi-3-mini Q4_K_M (shipped),164,1,0.2133,152
Phi-3-mini Q4_K_M (shipped),165,1,0.2087,110
Phi-3-mini Q4_K_M (shipped),166,1,0.3027,228
Phi-3-mini Q4_K_M (shipped),167,0,0.3007,226
Phi-3-mini Q4_K_M (shipped),168,1,0.2284,192
Phi-3-mini Q4_K_M (shipped),169,1,0.2994,308
Phi-3-mini Q4_K_M (shipped),170,1,0.5946,324
Phi-3-mini Q4_K_M (shipped),171,1,0.3211,297
Phi-3-mini Q4_K_M (shipped),172,1,0.3350,332
Phi-3-mini Q4_K_M (shipped),173,1,0.3199,273
Phi-3-mini Q4_K_M (shipped),174,1,0.2640,145
Phi-3-mini Q4_K_M (shipped),175,0,0.4351,439
Phi-3-mini Q4_K_M (shipped),176,1,0.3797,263
Phi-3-mini Q4_K_M (shipped),177,0,0.4111,382
Phi-3-mini Q4_K_M (shipped),178,1,0.3870,202
Phi-3-mini Q4_K_M (shipped),179,1,0.2372,120
Phi-3-mini Q4_K_M (shipped),180,1,0.2508,143
Phi-3-mini Q4_K_M (shipped),181,1,0.3627,380
Phi-3-mini Q4_K_M (shipped),182,1,0.2525,169
Phi-3-mini Q4_K_M (shipped),183,1,0.3533,353
Phi-3-mini Q4_K_M (shipped),184,1,0.3852,382
Phi-3-mini Q4_K_M (shipped),185,1,0.4368,573
Phi-3-mini Q4_K_M (shipped),186,1,0.3830,473
Phi-3-mini Q4_K_M (shipped),187,1,0.3777,287
Phi-3-mini Q4_K_M (shipped),188,1,0.2404,179
Phi-3-mini Q4_K_M (shipped),189,0,0.2189,235
Phi-3-mini Q4_K_M (shipped),190,1,0.2251,246
Phi-3-mini Q4_K_M (shipped),191,1,0.3133,294
Phi-3-mini Q4_K_M (shipped),192,1,0.2199,174
Phi-3-mini Q4_K_M (shipped),193,1,0.3212,372
Phi-3-mini Q4_K_M (shipped),194,1,0.3254,423
Phi-3-mini Q4_K_M (shipped),195,0,0.3119,263
Phi-3-mini Q4_K_M (shipped),196,1,0.3562,434
Phi-3-mini Q4_K_M (shipped),197,1,0.3494,305
Phi-3-mini Q4_K_M (shipped),198,1,0.3170,319
Phi-3-mini Q4_K_M (shipped),199,1,0.3595,236
Phi-3-mini Q4_K_M (shipped),200,1,0.3633,285
Phi-3-mini Q4_K_M (shipped),201,1,0.4110,350
Phi-3-mini Q4_K_M (shipped),202,1,0.2655,148
Phi-3-mini Q4_K_M (shipped),203,1,0.3799,271
Phi-3-mini Q4_K_M (shipped),204,0,0.2542,241
Phi-3-mini Q4_K_M (shipped),205,1,0.4147,185
Phi-3-mini Q4_K_M (shipped),206,1,0.3610,375
Phi-3-mini Q4_K_M (shipped),207,1,0.6699,443
Phi-3-mini Q4_K_M (shipped),208,0,0.3214,361
Phi-3-mini Q4_K_M (shipped),209,1,0.2879,223
Phi-3-mini Q4_K_M (shipped),210,1,0.3790,251
Phi-3-mini Q4_K_M (shipped),211,0,0.4264,290
Phi-3-mini Q4_K_M (shipped),212,1,0.4113,254
Phi-3-mini Q4_K_M (shipped),213,1,0.3758,407
Phi-3-mini Q4_K_M (shipped),214,1,0.4335,476
Phi-3-mini Q4_K_M (shipped),215,1,0.4085,294
Phi-3-mini Q4_K_M (shipped),216,1,0.2646,241
Phi-3-mini Q4_K_M (shipped),217,1,0.3425,262
Phi-3-mini Q4_K_M (shipped),218,1,0.2555,91
Phi-3-mini Q4_K_M (shipped),219,1,0.3223,274
Phi-3-mini Q4_K_M (shipped),220,1,0.4030,274
Phi-3-mini Q4_K_M (shipped),221,1,0.3899,335
Phi-3-mini Q4_K_M (shipped),222,0,0.2395,184
Phi-3-mini Q4_K_M (shipped),223,1,0.4019,334
Phi-3-mini Q4_K_M (shipped),224,1,0.2672,156
Phi-3-mini Q4_K_M (shipped),225,1,0.4239,355
Phi-3-mini Q4_K_M (shipped),226,1,0.3543,382
Phi-3-mini Q4_K_M (shipped),227,1,0.3263,340
Phi-3-mini Q4_K_M (shipped),228,1,0.2136,172
Phi-3-mini Q4_K_M (shipped),229,1,0.3649,286
Phi-3-mini Q4_K_M (shipped),230,1,0.7017,676
Phi-3-mini Q4_K_M (shipped),231,1,0.7775,928
Phi-3-mini Q4_K_M (shipped),232,1,0.3237,207
Phi-3-mini Q4_K_M (shipped),233,0,0.2313,91
Phi-3-mini Q4_K_M (shipped),234,1,0.2619,173
Phi-3-mini Q4_K_M (shipped),235,1,0.2389,239
Phi-3-mini Q4_K_M (shipped),236,1,0.4009,274
Phi-3-mini Q4_K_M (shipped),237,1,0.3826,314
Phi-3-mini Q4_K_M (shipped),238,1,0.4242,415
Phi-3-mini Q4_K_M (shipped),239,1,0.2829,206
Phi-3-mini Q4_K_M (shipped),240,1,0.2404,239
Phi-3-mini Q4_K_M (shipped),241,1,0.3716,317
Phi-3-mini Q4_K_M (shipped),242,1,0.4331,266
Phi-3-mini Q4_K_M (shipped),243,1,0.2517,156
Phi-3-mini Q4_K_M (shipped),244,1,0.4478,399
Phi-3-mini Q4_K_M (shipped),245,1,0.3766,273
Phi-3-mini Q4_K_M (shipped),246,1,0.2698,247
Phi-3-mini Q4_K_M (shipped),247,1,0.4021,328
Phi-3-mini Q4_K_M (shipped),248,1,0.2446,185
Phi-3-mini Q4_K_M (shipped),249,1,0.2183,137
Phi-3-mini Q4_K_M (shipped),250,1,0.2369,224
Phi-3-mini Q4_K_M (shipped),251,0,0.3918,413
Phi-3-mini Q4_K_M (shipped),252,1,0.3674,323
Phi-3-mini Q4_K_M (shipped),253,1,0.2576,174
Phi-3-mini Q4_K_M (shipped),254,1,0.3644,314
Phi-3-mini Q4_K_M (shipped),255,1,0.2430,217
Phi-3-mini Q4_K_M (shipped),256,1,0.2219,136
Phi-3-mini Q4_K_M (shipped),257,1,0.6200,494
Phi-3-mini Q4_K_M (shipped),258,1,0.3192,328
Phi-3-mini Q4_K_M (shipped),259,0,0.3039,224
Phi-3-mini Q4_K_M (shipped),260,1,0.3490,314
Phi-3-mini Q4_K_M (shipped),261,1,0.2170,181
Phi-3-mini Q4_K_M (shipped),262,1,0.3423,289
Phi-3-mini Q4_K_M (shipped),263,1,0.2379,146
Phi-3-mini Q4_K_M (shipped),264,1,0.3340,253
Phi-3-mini Q4_K_M (shipped),265,1,0.4451,300
Phi-3-mini Q4_K_M (shipped),266,1,0.2293,206
Phi-3-mini Q4_K_M (shipped),267,0,0.3090,263
Phi-3-mini Q4_K_M (shipped),268,1,0.3249,356
Phi-3-mini Q4_K_M (shipped),269,1,0.6349,946
Phi-3-mini Q4_K_M (shipped),270,1,0.3368,254
Phi-3-mini Q4_K_M (shipped),271,1,0.2250,112
Phi-3-mini Q4_K_M (shipped),272,1,0.2224,201
Phi-3-mini Q4_K_M (shipped),273,1,0.3911,244
Phi-3-mini Q4_K_M (shipped),274,1,0.2743,236
Phi-3-mini Q4_K_M (shipped),275,1,0.4418,349
Phi-3-mini Q4_K_M (shipped),276,1,0.3790,178
Phi-3-mini Q4_K_M (shipped),277,1,0.2418,244
Phi-3-mini Q4_K_M (shipped),278,1,0.3772,391
Phi-3-mini Q4_K_M (shipped),279,1,0.2611,235
Phi-3-mini Q4_K_M (shipped),280,1,0.3387,160
Phi-3-mini Q4_K_M (shipped),281,1,0.3346,392
Phi-3-mini Q4_K_M (shipped),282,1,0.3288,264
Phi-3-mini Q4_K_M (shipped),283,1,0.2212,211
Phi-3-mini Q4_K_M (shipped),284,1,0.3335,444
Phi-3-mini Q4_K_M (shipped),285,1,0.3023,147
Phi-3-mini Q4_K_M (shipped),286,1,0.3631,336
Phi-3-mini Q4_K_M (shipped),287,1,0.3903,290
Phi-3-mini Q4_K_M (shipped),288,1,0.3800,213
Phi-3-mini Q4_K_M (shipped),289,1,0.3769,428
Phi-3-mini Q4_K_M (shipped),290,1,0.4473,542
Phi-3-mini Q4_K_M (shipped),291,0,0.4366,252
Phi-3-mini Q4_K_M (shipped),292,1,0.2721,170
Phi-3-mini Q4_K_M (shipped),293,1,0.3872,245
Phi-3-mini Q4_K_M (shipped),294,1,0.2223,168
Phi-3-mini Q4_K_M (shipped),295,1,0.2149,138
Phi-3-mini Q4_K_M (shipped),296,1,0.3109,300
Phi-3-mini Q4_K_M (shipped),297,1,0.3060,232
Phi-3-mini Q4_K_M (shipped),298,1,0.4052,492
Phi-3-mini Q4_K_M (shipped),299,0,0.6913,493
Phi-3-mini Q4_K_M (shipped),300,1,0.3090,225
Phi-3-mini Q4_K_M (shipped),301,1,0.3115,223
Phi-3-mini Q4_K_M (shipped),302,1,0.2235,210
Phi-3-mini Q4_K_M (shipped),303,1,0.3620,322
Phi-3-mini Q4_K_M (shipped),304,1,0.4201,232
Phi-3-mini Q4_K_M (shipped),305,1,0.2644,134
Phi-3-mini Q4_K_M (shipped),306,1,0.4128,272
Phi-3-mini Q4_K_M (shipped),307,1,0.2638,224
Phi-3-mini Q4_K_M (shipped),308,1,0.2382,196
Phi-3-mini Q4_K_M (shipped),309,1,0.3560,241
Phi-3-mini Q4_K_M (shipped),310,0,0.5971,667
Phi-3-mini Q4_K_M (shipped),311,0,0.4702,361
Phi-3-mini Q4_K_M (shipped),312,1,0.2259,100
Phi-3-mini Q4_K_M (shipped),313,0,0.3401,223
Phi-3-mini Q4_K_M (shipped),314,1,0.4067,311
Phi-3-mini Q4_K_M (shipped),315,0,0.4259,285
Phi-3-mini Q4_K_M (shipped),316,1,0.2908,272
Phi-3-mini Q4_K_M (shipped),317,1,0.4145,337
Phi-3-mini Q4_K_M (shipped),318,1,0.7263,550
Phi-3-mini Q4_K_M (shipped),319,0,0.2140,129
Phi-3-mini Q4_K_M (shipped),320,1,0.6144,588
Phi-3-mini Q4_K_M (shipped),321,1,0.2856,228
Phi-3-mini Q4_K_M (shipped),322,1,0.3177,376
Phi-3-mini Q4_K_M (shipped),323,1,0.2648,226
Phi-3-mini Q4_K_M (shipped),324,1,0.2165,160
Phi-3-mini Q4_K_M (shipped),325,1,0.3170,476
Phi-3-mini Q4_K_M (shipped),326,1,0.2922,151
Phi-3-mini Q4_K_M (shipped),327,1,0.3472,223
Phi-3-mini Q4_K_M (shipped),328,1,0.2225,192
Phi-3-mini Q4_K_M (shipped),329,1,0.2057,152
Phi-3-mini Q4_K_M (shipped),330,0,0.3013,307
Phi-3-mini Q4_K_M (shipped),331,1,0.5963,593
Phi-3-mini Q4_K_M (shipped),332,0,0.2316,193
Phi-3-mini Q4_K_M (shipped),333,1,0.3129,219
Phi-3-mini Q4_K_M (shipped),334,0,0.3195,334
Phi-3-mini Q4_K_M (shipped),335,1,0.3151,308
Phi-3-mini Q4_K_M (shipped),336,0,0.3227,177
Phi-3-mini Q4_K_M (shipped),337,1,0.3299,402
Phi-3-mini Q4_K_M (shipped),338,0,0.3103,234
Phi-3-mini Q4_K_M (shipped),339,1,0.3220,298
Phi-3-mini Q4_K_M (shipped),340,0,0.2220,232
Phi-3-mini Q4_K_M (shipped),341,1,0.2361,165
Phi-3-mini Q4_K_M (shipped),342,1,0.2223,197
Phi-3-mini Q4_K_M (shipped),343,1,0.3281,521
Phi-3-mini Q4_K_M (shipped),344,0,0.4462,388
Phi-3-mini Q4_K_M (shipped),345,1,0.4948,377
Phi-3-mini Q4_K_M (shipped),346,1,0.2338,198
Phi-3-mini Q4_K_M (shipped),347,1,0.3198,270
Phi-3-mini Q4_K_M (shipped),348,1,0.2196,148
Phi-3-mini Q4_K_M (shipped),349,1,0.3363,250
Phi-3-mini Q4_K_M (shipped),350,0,0.2736,167
Phi-3-mini Q4_K_M (shipped),351,1,0.3681,376
Phi-3-mini Q4_K_M (shipped),352,1,0.2445,222
Phi-3-mini Q4_K_M (shipped),353,1,0.2729,216
Phi-3-mini Q4_K_M (shipped),354,1,0.3263,230
Phi-3-mini Q4_K_M (shipped),355,1,0.3229,191
Phi-3-mini Q4_K_M (shipped),356,0,0.3357,438
Phi-3-mini Q4_K_M (shipped),357,1,0.3422,387
Phi-3-mini Q4_K_M (shipped),358,1,0.3522,171
Phi-3-mini Q4_K_M (shipped),359,1,0.3047,262
Phi-3-mini Q4_K_M (shipped),360,0,0.3197,396
Phi-3-mini Q4_K_M (shipped),361,1,0.3173,264
Phi-3-mini Q4_K_M (shipped),362,1,0.2327,197
Phi-3-mini Q4_K_M (shipped),363,1,0.2399,206
Phi-3-mini Q4_K_M (shipped),364,1,0.4534,470
Phi-3-mini Q4_K_M (shipped),365,1,0.4615,224
Phi-3-mini Q4_K_M (shipped),366,0,0.2451,224
Phi-3-mini Q4_K_M (shipped),367,1,0.2104,257
Phi-3-mini Q4_K_M (shipped),368,1,0.3038,258
Phi-3-mini Q4_K_M (shipped),369,1,0.2119,219
Phi-3-mini Q4_K_M (shipped),370,1,0.3614,303
Phi-3-mini Q4_K_M (shipped),371,1,0.2925,125
Phi-3-mini Q4_K_M (shipped),372,1,0.3782,302
Phi-3-mini Q4_K_M (shipped),373,1,0.3378,232
Phi-3-mini Q4_K_M (shipped),374,1,0.6685,663
Phi-3-mini Q4_K_M (shipped),375,1,0.4307,263
Phi-3-mini Q4_K_M (shipped),376,1,0.2410,287
Phi-3-mini Q4_K_M (shipped),377,1,0.2375,143
Phi-3-mini Q4_K_M (shipped),378,1,0.3408,377
Phi-3-mini Q4_K_M (shipped),379,1,0.3408,246
Phi-3-mini Q4_K_M (shipped),380,1,0.3436,273
Phi-3-mini Q4_K_M (shipped),381,1,0.2325,231
Phi-3-mini Q4_K_M (shipped),382,1,0.3563,300
Phi-3-mini Q4_K_M (shipped),383,1,0.3523,328
Phi-3-mini Q4_K_M (shipped),384,0,0.3568,252
Phi-3-mini Q4_K_M (shipped),385,0,0.2498,149
Phi-3-mini Q4_K_M (shipped),386,1,0.3128,173
Phi-3-mini Q4_K_M (shipped),387,1,0.3228,453
Phi-3-mini Q4_K_M (shipped),388,1,0.2528,268
Phi-3-mini Q4_K_M (shipped),389,1,0.3321,367
Phi-3-mini Q4_K_M (shipped),390,1,0.3351,345
Phi-3-mini Q4_K_M (shipped),391,1,0.3536,453
Phi-3-mini Q4_K_M (shipped),392,1,0.3896,479
Phi-3-mini Q4_K_M (shipped),393,1,0.3513,314
Phi-3-mini Q4_K_M (shipped),394,1,0.3530,442
Phi-3-mini Q4_K_M (shipped),395,1,0.2497,200
Phi-3-mini Q4_K_M (shipped),396,1,0.3495,491
Phi-3-mini Q4_K_M (shipped),397,1,0.3506,291
Phi-3-mini Q4_K_M (shipped),398,1,0.3344,393
Phi-3-mini Q4_K_M (shipped),399,1,0.4662,359
Phi-3-mini Q4_K_M (shipped),400,1,0.2249,120
Phi-3-mini Q4_K_M (shipped),401,1,0.3300,401
Phi-3-mini Q4_K_M (shipped),402,1,0.3418,371
Phi-3-mini Q4_K_M (shipped),403,1,0.3406,322
Phi-3-mini Q4_K_M (shipped),404,1,0.3501,440
Phi-3-mini Q4_K_M (shipped),405,1,0.3565,393
Phi-3-mini Q4_K_M (shipped),406,1,0.3465,335
Phi-3-mini Q4_K_M (shipped),407,1,0.3507,390
Phi-3-mini Q4_K_M (shipped),408,1,0.3815,457
Phi-3-mini Q4_K_M (shipped),409,1,0.3574,285
Phi-3-mini Q4_K_M (shipped),410,1,0.3404,370
Phi-3-mini Q4_K_M (shipped),411,1,0.3390,240
Phi-3-mini Q4_K_M (shipped),412,1,0.2480,174
Phi-3-mini Q4_K_M (shipped),413,0,0.3466,310
Phi-3-mini Q4_K_M (shipped),414,0,0.3441,323
Phi-3-mini Q4_K_M (shipped),415,1,0.3347,344
Phi-3-mini Q4_K_M (shipped),416,1,0.7024,724
Phi-3-mini Q4_K_M (shipped),417,1,0.2900,171
Phi-3-mini Q4_K_M (shipped),418,1,0.3403,260
Phi-3-mini Q4_K_M (shipped),419,1,0.3421,386
Phi-3-mini Q4_K_M (shipped),420,1,0.2454,134
Phi-3-mini Q4_K_M (shipped),421,1,0.3411,406
Phi-3-mini Q4_K_M (shipped),422,1,0.3452,444
Phi-3-mini Q4_K_M (shipped),423,1,0.3827,414
Phi-3-mini Q4_K_M (shipped),424,1,0.3426,407
Phi-3-mini Q4_K_M (shipped),425,0,0.4202,449
Phi-3-mini Q4_K_M (shipped),426,1,0.4325,268
Phi-3-mini Q4_K_M (shipped),427,0,0.2359,165
Phi-3-mini Q4_K_M (shipped),428,1,0.3616,492
Phi-3-mini Q4_K_M (shipped),429,1,0.2390,196
Phi-3-mini Q4_K_M (shipped),430,1,0.2362,100
Phi-3-mini Q4_K_M (shipped),431,1,0.6744,586
Phi-3-mini Q4_K_M (shipped),432,1,0.3639,375
Phi-3-mini Q4_K_M (shipped),433,1,0.3383,272
Phi-3-mini Q4_K_M (shipped),434,1,0.6771,606
Phi-3-mini Q4_K_M (shipped),435,0,0.6795,405
Phi-3-mini Q4_K_M (shipped),436,1,0.6956,598
Phi-3-mini Q4_K_M (shipped),437,0,0.2467,178
Phi-3-mini Q4_K_M (shipped),438,1,0.7225,580
Phi-3-mini Q4_K_M (shipped),439,0,0.3932,369
Phi-3-mini Q4_K_M (shipped),440,1,0.2094,193
Phi-3-mini Q4_K_M (shipped),441,0,0.2093,149
Phi-3-mini Q4_K_M (shipped),442,1,0.3217,257
Phi-3-mini Q4_K_M (shipped),443,1,0.3592,372
Phi-3-mini Q4_K_M (shipped),444,0,0.3117,268
Phi-3-mini Q4_K_M (shipped),445,1,0.3277,212
Phi-3-mini Q4_K_M (shipped),446,1,0.3178,267
Phi-3-mini Q4_K_M (shipped),447,1,0.2195,191
Phi-3-mini Q4_K_M (shipped),448,1,0.3425,480
Phi-3-mini Q4_K_M (shipped),449,1,0.3305,339
